Review,Summary,Sentiment
worst experi ever,wood box materi bad bad product,0.0
terribl product,product qualiti poor,0.0
fair,wast product,0.0
useless product,bad qualiti,0.0
expect better product,thin,0.0
good,bad,0.0
horribl,product qualiti poor,0.0
expect better product,low qualiti item,0.0
expect better product,qualiti low,0.0
hate,poor qualiti,0.0
slightli disappoint,good product,0.0
absolut rubbish,poor qualiti,0.0
horribl,good,0.0
nice,low qualiti,0.0
fair,product good strong,0.0
absolut rubbish,stop work day second hand stop move wast money,0.0
moder,clock doubt good small made mistak think buy littl bigger size palm rest shown pictur guy pleas dont buy stop work day spoke custom care said return polici help product total worst bewar buy wast money,0.0
recommend,6 day use work,0.0
worst experi ever,product small see imag,0.0
useless product,worst clock stope move week dont go,0.0
wast money,good qualiti work properli,0.0
moder,good,0.0
poor,work tri anoth product,0.0
terribl product,bad dont buy wast money,0.0
useless product,wors product didnt work 1st day tri replac flipkart didnt help yet contact two time custom execut till assur replac bad experi pleas stay away product also seller,0.0
wast money,worst product,0.0
useless product,wasnt work,0.0
utterli disappoint,bad product,0.0
worst experi ever,bad qualiti work 14day,0.0
worthless,work properli chang batteri twice two day one hour stop work bad experi flipkart first time,0.0
utterli disappoint,loss money,0.0
wast money,money wast time wast,0.0
terribl product,stop work 20 day realli disappoint,0.0
horribl,happi bought watch watch stop,0.0
terribl product,bad perform never buy product,0.0
wast money,wrost product,0.0
absolut rubbish,wastag money clock wark,0.0
horribl,bad qualiti,0.0
absolut rubbish,disappoint work,0.0
worthless,bad product,0.0
decent product,small,0.0
utterli disappoint,good work three month least one year warranti product return provid anoth wast money,0.0
poor,broken product,0.0
utterli disappoint,bad product,0.0
recommend,dont order stop work 23 day,0.0
horribl,total money wast pleas dont buy product,0.0
recommend,product work,0.0
recommend,think wast money,0.0
worst experi ever,useless product alarm system dont wast money,0.0
absolut rubbish,bad qualiti wast money,0.0
classi product,monster woke alram stop,0.0
poor,clock work,0.0
meet expect,stop work sixth day bad product recommend,0.0
utterli disappoint,worst product dont buy pleas,0.0
absolut rubbish,bad,0.0
good,alarm stop work,0.0
hate,poor,0.0
terribl product,bad product watch work properli,0.0
n't wast money,bad,0.0
n't wast money,wast babu,0.0
slightli disappoint,fabul look qualiti poor,0.0
wast money,work,0.0
brilliant,product low qualiti,0.0
expect better product,small size low bell,0.0
utterli disappoint,small size wast wast wast wast wast wast,0.0
horribl,small good,0.0
unsatisfactori,pathet experi clock stop work two day,0.0
realli nice,nice producti prefer also buy alarm purposephon alarm better becauseth bedtim need maintain distanc phonebecaus radiationso keep healthi,0.0
absolut rubbish,stop work day second hand stop move wast money,0.0
moder,clock doubt good small made mistak think buy littl bigger size palm rest shown pictur guy pleas dont buy stop work day spoke custom care said return polici help product total worst bewar buy wast money,0.0
useless product,worst clock stope move week dont go,0.0
wast money,good qualiti work properli,0.0
moder,good,0.0
terribl product,bad dont buy wast money,0.0
worst experi ever,small clock,0.0
useless product,wors product didnt work 1st day tri replac flipkart didnt help yet contact two time custom execut till assur replac bad experi pleas stay away product also seller,0.0
wast money,worst product,0.0
useless product,wasnt work,0.0
utterli disappoint,bad product,0.0
worst experi ever,bad qualiti work 14day,0.0
worthless,work properli chang batteri twice two day one hour stop work bad experi flipkart first time,0.0
utterli disappoint,loss money,0.0
wast money,money wast time wast,0.0
terribl product,stop work 20 day realli disappoint,0.0
horribl,happi bought watch watch stop,0.0
terribl product,bad perform never buy product,0.0
wast money,wrost product,0.0
horribl,bad qualiti,0.0
absolut rubbish,disappoint work,0.0
worthless,bad product,0.0
utterli disappoint,good work three month least one year warranti product return provid anoth wast money,0.0
horribl,good qualiti,0.0
poor,broken product,0.0
utterli disappoint,bad product,0.0
poor,bad,0.0
recommend,wast money,0.0
worthless,clock work properli,0.0
hate,worst consistentwast money,0.0
job,small finish good still good steal,0.0
useless product,bad qualiti,0.0
absolut rubbish,good,0.0
expect better product,good low qualiti,0.0
nice,plastic qualiti low,0.0
useless product,nice,0.0
meet expect,luke nice qualiti good bcoz stitch good finish,0.0
n't wast money,small,0.0
horribl,poor qualiti,0.0
nice,qualiti good,0.0
could way better,money waist,0.0
hate,worth,0.0
could way better,good qualiti,0.0
job,good ok ok,0.0
wast money,thin l dont like,0.0
utterli disappoint,good qualiti,0.0
best market,word,0.0
recommend,small qnd worst qualiti item,0.0
poor,poor qualityvest money,0.0
could way better,cloth qualiti satisfi,0.0
recommend,poor qualiti,0.0
useless product,worst product ever dont buy,0.0
slightli disappoint,expect one product qualiti bad,0.0
hate,bad packag,0.0
absolut rubbish,bad,0.0
n't wast money,bad product,0.0
hate,worst product,0.0
poor,bad product wast money,0.0
utterli disappoint,bad product,0.0
moder,quantiti less disappoint,0.0
worthless,seed germin post 20 day,0.0
worst experi ever,good,0.0
recommend,wast money,0.0
recommend,wast money,0.0
meet expect,bad,0.0
useless product,dont buy total wast moneythey give 28 kind seed instead 40they worst qualiti possibl also return policythi worst total mean word think 100 time purchas wasteofmoney,0.0
useless product,grow seed mani,0.0
terribl product,bad product dont buy produ,0.0
terribl product,even singel plant germinatedworst money dont buy frm cheater,0.0
slightli disappoint,qualiti cant say today quantiti low disappoint,0.0
bad qualiti,germin rate seed good seed badonli 50 seed germin total seed bad experi seed like pitunia merigold sun flower sungold etc hybrid seed normal ordinari seed worst qualiti,0.0
worthless,poor qualiti seed didnt germinat,0.0
bad qualiti,good productsom seed grow,0.0
horribl,bad seed qualiti,0.0
worthless,wast,0.0
absolut rubbish,wast money,0.0
worthless,worst 10 work,0.0
useless product,bad qualiti,0.0
wast money,good,0.0
worth money,everyth fine 10 3 work,0.0
useless product,bad product,0.0
worthless,bad seed grow,0.0
expect better product,bad,0.0
wast money,bad germin,0.0
hate,bad qualiti,0.0
good,seet good,0.0
could way better,low germin seed,0.0
meet expect,wast,0.0
utterli disappoint,bad productmost packet contain 45 seed,0.0
good,bad qualiti,0.0
worthless,poor,0.0
good,wast money,0.0
utterli disappoint,bad,0.0
horribl,didnt like product singl seed abl produc plant flower,0.0
slightli disappoint,qualiti good,0.0
good qualiti product,nice qualiti littl upset,0.0
horribl,qualiti bad,0.0
expect better product,bad,0.0
bad qualiti,good,0.0
useless product,like,0.0
bad qualiti,zio qualiti good,0.0
could way better,wast money,0.0
utterli disappoint,worst strong,0.0
slightli disappoint,qualiti good,0.0
terribl product,socket good support switch use 2 time damag,0.0
poor,worst qualiti wast money dont buy wire stiper work properli solder iron poor flux worst qualiti,0.0
terrif purchas,good wast,0.0
hate,poor qualiti,0.0
could way better,bad qualiti,0.0
worst experi ever,bad product,0.0
poor,horribl product work properli west money,0.0
unsatisfactori,solder work properli didnt get wire sold,0.0
n't wast money,workingveri poor qualiti bad product,0.0
utterli disappoint,worth work specifi,0.0
moder,wast money stick good,0.0
worst experi ever,meant fruit fli homehard hang itdo attract fli,0.0
realli nice,low qualiti product,0.0
n't wast money,good,0.0
simpli awesom,good productim happi stestar bad qualiti,0.0
useless product,low qualiti productdont buy,0.0
recommend,qualiti,0.0
unsatisfactori,fast well pack deliveri flipkart overal packag rate goodbutfor second use solder iron dead dont know whyi cant return product return period overth first use solder iron okaya usual get dark colourcheck imag quit naturalbut second use pluge solder iron socket indic light glow wait time heati check insid solder,0.0
good,bad qualiti solder machin teaster work dnt buy,0.0
hate,bad,0.0
recommend,bad experi productveri less qualityi simpli judg pricesold iron price 50 rupe market got hereand other price would 50 rupe onlyit businessim upset,0.0
horribl,bad product,0.0
hate,bad buy,0.0
worthless,good us dont buy thing,0.0
expect better product,soldr iron poor qualityand thing poori suggest buy,0.0
nice,good plug small fit normal boot need extra socket,0.0
good qualiti product,contain everyth mention light indic cant ask better packag price,0.0
poor,price high qualiti product also low,0.0
good,okay solder machin worst blast work,0.0
terribl product,wast,0.0
perfect product,nice tester low cost product,0.0
terribl product,poor qualiti damag within day,0.0
n't wast money,product qualiti good,0.0
poor,wrost product,0.0
terribl product,poor qualiti,0.0
hate,bad product work,0.0
absolut rubbish,bad,0.0
bad qualiti,use wast product,0.0
absolut rubbish,solder worst qualiti,0.0
expect better product,poor qualiti,0.0
good,work 3 4 day solder iron faulti,0.0
useless product,bad product,0.0
wast money,product worst solder iron heat cant work,0.0
n't wast money,wast money use two day work third day total unexpect,0.0
recommend,bad,0.0
n't wast money,poor qualiti,0.0
nice product,valu moneygood look longer materi,0.0
n't wast money,workingveri poor qualiti bad product,0.0
utterli disappoint,worth work specifi,0.0
moder,wast money stick good,0.0
absolut rubbish,vest product,0.0
worst experi ever,meant fruit fli homehard hang itdo attract fli,0.0
good,product correct qualiti good guy buy rememb u get low qualiti thing like tester thin solder wire soo good use solder stick solder,0.0
okay,everi thing fine solder wire good qualiti thin overal product good go valu money,0.0
okay,weak qualiti,0.0
nice,bad item weak,0.0
moder,sold iron qualiti good,0.0
okay,work good poor plastic materi,0.0
wonder,product fine except one thing point twizer low qualiti must hard stiff bend easili,0.0
worthless,bad product total wast,0.0
wast money,badnot close properlylow cost materi,0.0
poor,poor product,0.0
worthless,bad item washabl product made cardboard cloth dont wast money,0.0
nice,nice smell bad,0.0
worst experi ever,good,0.0
recommend,wast money,0.0
hate,product qualiti bad cloth cardboard longlast keep wet cloth cardboard shred,0.0
absolut rubbish,cheap qualiti laundri bag,0.0
unsatisfactori,poor,0.0
hate,bad product,0.0
wast money,poor fabric long lastic,0.0
recommend,qualiti good wast money,0.0
unsatisfactori,bad purchas,0.0
worthless,good qualiti,0.0
could way better,waist money gudqual gud,0.0
wast money,qualiti product poor recommend,0.0
recommend,bad product itz cardboard wast money,0.0
wast money,poor qualiti wast money,0.0
worthless,whatev use bad,0.0
bad qualiti,sturdi lookwis good insid cardboard,0.0
nice,qualiti ok bad smell,0.0
wast money,wast money useless product,0.0
nice,strong get distort shape,0.0
expect better product,solid,0.0
bad qualiti,poor qualiti,0.0
bad qualiti,bad smell,0.0
good,bad qualiti,0.0
decent product,good product stiff,0.0
expect better product,good,0.0
useless product,bad productnot good,0.0
fair,solid structur,0.0
useless product,good,0.0
bad qualiti,small size qualiti good,0.0
worthless,poor qualiti,0.0
horribl,poor qualiti,0.0
poor,wast,0.0
could way better,bad qualiti,0.0
slightli disappoint,damag product,0.0
horribl,poor stellar dont know fit fix connector pre filter im disappoint happi sellar flipcart,0.0
poor,water leakag regular issu wast money,0.0
moder,product leak good product,0.0
worth everi penni,good product sarvic bad,0.0
poor qualiti fit finish water leak ..,poor fit finish water leak despit use teflon tape cant return return period,0.0
bad qualiti,good,0.0
poor,worst water leak filter,0.0
terribl product,qualiti good,0.0
expect better product,bad,0.0
recommend,worst robust product water pass engin defect,0.0
absolut rubbish,bad product,0.0
expect better product,qualiti poor water leak,0.0
recommend,disappoint pl dont go,0.0
expect better product,bed qualiti,0.0
terribl product,bad qualiti,0.0
unsatisfactori,worst,0.0
worth money,overal product good realli difficult fix nut along rod realli hard,0.0
job,unstabl qualiti good,0.0
slightli disappoint,wast money,0.0
decent product,damag piec,0.0
fair,poor qualiti,0.0
utterli disappoint,expect,0.0
expect better product,happi small,0.0
useless product,qualiti bad,0.0
n't wast money,outer box ok intern partit r remov poor qualiti,0.0
meet expect,box size small,0.0
could way better,small compart suitabl big ear,0.0
meet expect,poor qualiti,0.0
nice product,audio averag good light cover 1010 room,0.0
okay,motamuti ach bluetooth connect onek late kore conect hoch,0.0
utterli disappoint,product perfect product remot cant work dont bay product,0.0
useless product,poor qualiti,0.0
terribl product,low qualiti,0.0
wast money,bad product,0.0
unsatisfactori,remot problem connect,0.0
n't wast money,bad product buy,0.0
wast money,stop work 1 month,0.0
worthless,speeker support,0.0
slightli disappoint,bed,0.0
horribl,dont buy,0.0
unsatisfactori,work product,0.0
fair,sound low,0.0
recommend,wrost product allmost get 15 day work product dameg purchas,0.0
useless product,dont product bad light qualiti 10 day light work fault,0.0
good,poor qualiti,0.0
wast money,dont purchas one,0.0
useless product,wastag,0.0
good,low light,0.0
terribl product,bad,0.0
worthless,small size buy pleaselight low,0.0
worthless,worst product buywithin 2 week dead,0.0
hate,expect poor qualiti dad two week,0.0
n't wast money,worst fuse within 2 month author buyer,0.0
utterli disappoint,worst product dont buy burn money thisit work one month,0.0
n't wast money,product poor qualiti within minut light becom dim,0.0
worst experi ever,bad productit work 15 day,0.0
worst experi ever,cheap product low qualiti defect,0.0
n't wast money,poor,0.0
wast money,bad,0.0
recommend,bad product,0.0
worthless,product isnt good stop work within weak,0.0
unsatisfactori,bad,0.0
wast money,bad,0.0
meet expect,low light,0.0
horribl,vari badd,0.0
n't wast money,wast product,0.0
terribl product,one worst product within 3 day instal complet black recommend buy,0.0
poor,25 day stop work warranti product,0.0
hate,good,0.0
poor,bad qualiti,0.0
good,bad,0.0
unsatisfactori,wast product dont buy,0.0
wast money,stope workingbad pruduct warranti,0.0
recommend,bad,0.0
terribl product,work 2 month fuse total wast money dont buy,0.0
highli recommend,good work 25 day isnt good valu money,0.0
worthless,bad product qualiti bad,0.0
worthless,bad qualiti buy wast money wood fragil came unpack,0.0
wast money,recommendedwast money,0.0
utterli disappoint,bad product pli foil bad dont buy edg look black,0.0
absolut rubbish,worst product,0.0
utterli disappoint,qualiti superb particular piec that order one one bizzar colour fade weld worst broken mani side even pack chang take money consist,0.0
moder,poor build qualiti fit perfect also manual provid lot valuabl time,0.0
unsatisfactori,low qualiti materi,0.0
n't wast money,bright low light im sad,0.0
unsatisfactori,vari bad bulf,0.0
absolut rubbish,bad,0.0
decent product,light low,0.0
meet expect,illumin low also size compact,0.0
recommend,poor qualiti,0.0
utterli disappoint,bad light light room,0.0
moder,light qualiti cheap dont accept qualiti,0.0
recommend,bad product,0.0
decent product,got fuse within 2 month even replac,0.0
recommend,wast money,0.0
wast money,good low qualiti high price,0.0
worthless,cardbord materi bad qualiti,0.0
fair,good,0.0
okay,nice product difficult resembl,0.0
meet expect,materi fix compon satisfi us,0.0
meet expect,worst product,0.0
unsatisfactori,low qualityi receiv defect piec second time,0.0
wonder,good product quit difficult add ceil,0.0
realli nice,nice productbut1 bulb provid packag tough find e27 buld2 hold kn top clean caus issu tighten wire,0.0
worthless,damag,0.0
poor,poor qualiti dont buy,0.0
worst experi ever,good product dont,0.0
utterli disappoint,good,0.0
worthless,cheapest qualiti never buy,0.0
expect better product,poor qualiti,0.0
meet expect,half led stop glow 10 day buyingonli blue led work,0.0
worthless,good product,0.0
value-for-money,work goodbut heat issu problem,0.0
terribl product,bad worst experi stop work day qualiti also poor suggest choos altern dont recommend buy product,0.0
bad qualiti,remot control hard,0.0
meet expect,bad,0.0
utterli disappoint,cheap qualityyi,0.0
poor,idiot productwir tooo small cant even plug,0.0
bad qualiti,worst product light glow,0.0
absolut rubbish,bad product,0.0
slightli disappoint,good,0.0
n't wast money,bad,0.0
worst experi ever,bad product 10min automat,0.0
n't wast money,remot colour chang white color led light,0.0
worst experi ever,bad qualitymost light dont worka five watt night lamp bright,0.0
useless product,stop work 2 week b grade led use,0.0
unsatisfactori,worest bulb,0.0
hate,bad qualiti,0.0
poor,bad,0.0
n't wast money,worst qualiti product never buy product,0.0
poor,worst product,0.0
decent product,britnesh verri low,0.0
slightli disappoint,good,0.0
useless product,wast money,0.0
horribl,low qualiti metal steel,0.0
expect better product,worth,0.0
hate,bed,0.0
n't wast money,low power,0.0
hate,bad,0.0
utterli disappoint,wrost product,0.0
utterli disappoint,worst product dont buy,0.0
worst experi ever,poor qualiti product weast money time light poor,0.0
useless product,rain proof light low,0.0
n't wast money,sorri,0.0
n't wast money,bad,0.0
useless product,work 3 day bad product,0.0
absolut rubbish,money wast product,0.0
slightli disappoint,ok,0.0
useless product,bad experi,0.0
unsatisfactori,bad,0.0
slightli disappoint,even one month stop work,0.0
decent product,think 10m good,0.0
terribl product,get heat less minut becom hot imposs touch look pretti disappoint wast money,0.0
wast money,worst seller ever sent normal rice light instead copper fairi light,0.0
worst experi ever,copper string got cheap light everi time order someth n get someth els need stop buy thing flipkart,0.0
poor,igot second time plug led light thought 10mtr long bad experi,0.0
meet expect,got defect product,0.0
n't wast money,one month herebi review product strictli dont buy product safe durabl dont wast money invit fire hazard home,0.0
utterli disappoint,danger copper wire open dont guy think harm electr shock,0.0
okay,good qualiti,0.0
recommend,light dull mark,0.0
useless product,low light worthi,0.0
horribl,stop work complet 3 day total wast money,0.0
recommend,work less minut goe dim useless product,0.0
useless product,good,0.0
fair,awesom light littl beet qualiti poor suffici 55 ft room,0.0
good,expect ligt normal light use parti light decor room,0.0
worthless,cant cover larg areait small areaand intens laser low,0.0
poor,fade 15 min,0.0
n't wast money,like expect,0.0
unsatisfactori,bad productplz dont purchas light second,0.0
terribl product,wast itom two day work dead,0.0
unsatisfactori,bad product,0.0
horribl,poor,0.0
useless product,intens use,0.0
worthless,cover much surfac area shown product imag nearli cover 2x2 sq ft light atra,0.0
n't wast money,bakwa dont buy,0.0
terribl product,wast money light work order light 4day back 2day work properli fulli shutdown,0.0
could way better,good,0.0
utterli disappoint,small one cover small cabin area wast money,0.0
recommend,good itam,0.0
terribl product,buy,0.0
terribl product,third class productaft minut turn light becom complet dim hour later vanish,0.0
recommend,dont buy product 5 mint work,0.0
poor,bad,0.0
utterli disappoint,worst,0.0
horribl,bad qualiti,0.0
useless product,bad product,0.0
useless product,dont buy two day brite,0.0
wast money,worst product work,0.0
perfect product,low cost first class children sleep minut thankyou flipcart,0.0
worst experi ever,purchas product didnt even work week stop work isnt use dont ever buy,0.0
unsatisfactori,stop work 1 day,0.0
n't wast money,poor qualiti,0.0
recommend,use ful,0.0
utterli disappoint,good,0.0
worthless,bad,0.0
poor,perfect,0.0
unsatisfactori,poor qualiti,0.0
n't wast money,time light poor,0.0
absolut rubbish,wast money,0.0
terribl product,poor wast money doesnt work singl day good,0.0
okay,poor bright,0.0
horribl,badi use 1night ang damag,0.0
useless product,worst item,0.0
worst experi ever,good,0.0
terribl product,even okaywast money,0.0
worst experi ever,poor product,0.0
expect better product,low qualiti west money,0.0
absolut rubbish,worst prodect work,0.0
terribl product,useless,0.0
absolut rubbish,bad product,0.0
hate,bad wast money,0.0
good,one side light full room light,0.0
absolut rubbish,wast buy,0.0
worst experi ever,bad experi flipkart,0.0
worthless,bad product,0.0
utterli disappoint,work,0.0
worst experi ever,poor qualiti productonli 10 day workedso dont buy product,0.0
meet expect,poor productthi product small quantiti reflectionnot satisfi,0.0
absolut rubbish,useless pricey,0.0
meet expect,vest product,0.0
fair,product good good bad,0.0
unsatisfactori,wast,0.0
horribl,verri bad product,0.0
meet expect,one cover bed room insid car also use small area wast money,0.0
could way better,good,0.0
meet expect,bad product,0.0
okay,nice bright light,0.0
worst experi ever,poor dont buy wast money,0.0
utterli disappoint,useless bcz paper,0.0
n't wast money,bad product,0.0
worst experi ever,satisfi,0.0
wast money,bad flipkart,0.0
n't wast money,size small,0.0
worst experi ever,god,0.0
bad qualiti,bad product,0.0
terribl product,small size 2pc damag,0.0
hate,total wast,0.0
meet expect,bad product low light bright,0.0
n't wast money,bedbrightne por,0.0
unsatisfactori,bed product,0.0
moder,poor qualiti,0.0
bad qualiti,bad product dont,0.0
fair,much good,0.0
poor,alway face problem flipkart u cancel return request till last date product total damag alway u cheat relat return hv kept damag product face type problem 10 time,0.0
terribl product,light plug fit 3 pin socket small product beautiful shown pictur,0.0
nice,good bad,0.0
expect better product,costli tini product doesnt work everytim switch,0.0
hate,product work 1,0.0
terribl product,bed product,0.0
worthless,wast item,0.0
bad qualiti,good,0.0
nice,sonot bad,0.0
slightli disappoint,worth money,0.0
absolut rubbish,poor qualiti,0.0
n't wast money,poor qualiti,0.0
wonder,look nice screw type bulb holder drawback,0.0
recommend,wrost product,0.0
good qualiti product,good one product sooo delic assembl gentlyput small amount forc also damag,0.0
absolut rubbish,bulb work qualiti much poor,0.0
good qualiti product,look good issu bulb includ packag doesnt look good chang,0.0
good,good bad,0.0
okay,good bad,0.0
fair,bulb provid got fuse moment switch lamp look fine attract though assembl,0.0
pretti good,gud costli product,0.0
job,except littl biggerbut small size perfectli hang bend,0.0
fair,pic look like solid wood productbut actual made cheap pli finish excel weak poor qualiti materi use care assembl,0.0
realli nice,good product fete big problem,0.0
absolut rubbish,worst product ever suggest buy,0.0
classi product,nice without bulp,0.0
bad qualiti,badwast money,0.0
worst experi ever,manual assembl light wood piec separ given proper descript,0.0
okay,poor qualiti,0.0
recommend,worst product,0.0
meet expect,qualiti good,0.0
slightli disappoint,badplast materi,0.0
moder,interest look,0.0
expect better product,write there bulb avail qualiti loww doesnt even fix well,0.0
job,wood quantiti good,0.0
bad qualiti,good,0.0
meet expect,dont buy product worst product west money,0.0
nice,satisfi size,0.0
fair,made wood plastic itemqu good,0.0
useless product,worst,0.0
expect better product,poor dont buy,0.0
good,product look good pictur look cheap closer lack finish poor qualiti plastic,0.0
unsatisfactori,poor qualiti,0.0
unsatisfactori,poor quwal,0.0
useless product,good,0.0
terribl product,damag product,0.0
wast money,bad product probabl back light work hour,0.0
terribl product,vast product,0.0
good,amaz night lamp discharg quickli annoy coz charg everi time light atleast backup ac nhi price,0.0
good,upto valu product okay much nice,0.0
horribl,betri power,0.0
nice,worst product,0.0
meet expect,worst productpoor qualiti,0.0
unsatisfactori,bad qualiti,0.0
wast money,cheap third class product poor built qualiti,0.0
terribl product,dont buy one bad varust product,0.0
useless product,bad,0.0
expect better product,poor qualiti,0.0
hate,verri bad experi damag 10 day,0.0
utterli disappoint,light ok qualiti good,0.0
wast money,bad product,0.0
recommend,bad qualiti,0.0
wast money,bad lamp,0.0
worst experi ever,stop work 1 month,0.0
unsatisfactori,mad line star wast product,0.0
terribl product,product high power consum give low satisfact product bad,0.0
classi product,bad qualiti,0.0
awesom,bad jkwalit,0.0
could way better,poor qualiti product,0.0
worst experi ever,good,0.0
worst experi ever,worst product work,0.0
bad,bad poor built poor qualiti product order 23rd april 2022 stop work,0.0
hate,bad qualiti bad,0.0
good,work sometim,0.0
poor,happi product even 1 month light dead highli recommend,0.0
absolut rubbish,product qualiti bad,0.0
worthless,bad product,0.0
poor,worst item dont buy,0.0
poor,satsifi,0.0
worthless,bad product,0.0
useless product,worst product,0.0
meet expect,bad,0.0
wast money,bad experi,0.0
worthless,bad product light good 10 minut light,0.0
unsatisfactori,small focu good itam,0.0
worst experi ever,batteri backupwork power,0.0
realli nice,good product peopl said work day week ill check ill edit review one weekthank edit work well issu,0.0
terrif purchas,doesnt chang colour wen touchedy need pat hard chang coloursth prodcut quit cool,0.0
absolut rubbish,product work in5 day,0.0
good,adjust bright red colour noth like imag shown charg area ball gap dont expect thing last even month two give 4star last month,0.0
poor,good itam,0.0
decent product,worth,0.0
worst experi ever,good,0.0
n't wast money,qualiti good,0.0
absolut rubbish,switch button,0.0
useless product,bad dont buy,0.0
hate,batteri life half hour charg whole day cheat mention 6 8 hr,0.0
worst experi ever,stay fir second proper manual let us know keep long time,0.0
wast money,poor qualiti,0.0
utterli disappoint,wast money work highli disappoint,0.0
bad qualiti,there button,0.0
poor,20 cm even complet stand worthi small,0.0
nice product,moon lamp nice stand bad nonstabl,0.0
awesom,freak cool,0.0
hate,hate product,0.0
unsatisfactori,first immers rod bucket full water show sound button sometim smell like thing burn immers rod good qualiti,0.0
unsatisfactori,good,0.0
okay,good,0.0
meet expect,worst produc 3 day workdont buy produc,0.0
unsatisfactori,wast one week la repair,0.0
unsatisfactori,worst productpedda bokka bought product 3 month back stop work dont buy,0.0
unsatisfactori,work 5 month wire connect loos worth money,0.0
n't wast money,good taken time hot water,0.0
terribl product,one month gone damag baqwaa product,0.0
expect better product,verri bad product wast money,0.0
good,bad product,0.0
poor,worst,0.0
horribl,qualiti dont take type product,0.0
useless product,workingonli work 3day,0.0
horribl,poor qualiti,0.0
terribl product,poor qualiti,0.0
hate,dont buy product stop work within month,0.0
meet expect,damag 10 day,0.0
wast money,pless dont bye bad product life,0.0
highli recommend,great work nice shock worri water shock daili touch water shock bucket water heat 5 8 minut,0.0
decent product,upper cap loos,0.0
poor,broken one month,0.0
utterli disappoint,stop work within 1 week,0.0
wast money,worst item didnt even last 2 week,0.0
meet expect,stop work within one month dont know take,0.0
moder,socket broken within week poor qualiti,0.0
absolut rubbish,water heat lower,0.0
n't wast money,stop work 2 time use pleas dont buy rather buy usha bajaj even dont warranti polici bought 16th nov stop work 20th,0.0
fair,nice good expect,0.0
useless product,worthi send back via courier bare price incas fault,0.0
hate,bad product,0.0
wast money,poor product,0.0
n't wast money,damag product satisfi,0.0
poor,wast,0.0
utterli disappoint,dont recommend take dan 30 minit time heat much normal heat shame u dont wast ur money go reput brand,0.0
best market,unexpect product shock proof quick heat,0.0
job,good,0.0
recommend,poor,0.0
must buy,heat time lessprotect shock point view,0.0
fair,bild qualiti good,0.0
recommend,bad heater stop work within 1 month,0.0
hate,bad work properli,0.0
expect better product,poor qualiti plastic,0.0
n't wast money,heat slow,0.0
fair,finish good f,0.0
fair,2 bad product support handl use come heat water riski suggest nt buy thz product,0.0
horribl,bad product,0.0
moder,qwalitiy poor,0.0
absolut rubbish,product work properli water heat,0.0
wast money,bad,0.0
meet expect,product got burnt use 3day realli hate refund flip kart horribl product seller cheat everyon give faulti product,0.0
meet expect,worst product,0.0
terribl product,worst productdont buywithin one month gone,0.0
unsatisfactori,blase fire 4 month use,0.0
poor,dirti item,0.0
hate,poor qualiti,0.0
wonder,everi thing well shock,0.0
terribl product,worst qualiti dont wast money,0.0
n't wast money,bad,0.0
expect better product,slow hit poor product,0.0
good,good,0.0
highli recommend,vv good excel,0.0
recommend,heat fast dont buy pleas,0.0
job,product good shockproof,0.0
moder,bad take 20min heat 3ltr water,0.0
useless product,good,0.0
poor,wast product hot,0.0
expect better product,nice bad qualiti,0.0
slightli disappoint,good,0.0
moder,much good,0.0
mind-blow purchas,good viru longer,0.0
worthless,good,0.0
bad qualiti,worest product,0.0
worst experi ever,bed,0.0
utterli disappoint,bad product,0.0
n't wast money,note shock proof,0.0
n't wast money,worst product stop work 45 time usag within week,0.0
worthless,low qualiti product,0.0
could way better,said 2000w heater saw spec heater receiv 1500w blur visibl user bad take money never cheat trust import,0.0
fair,wast money,0.0
n't wast money,nice auto cut avail,0.0
hate,product heavili shock shock proof,0.0
poor,work,0.0
wast money,useless product broke soon,0.0
n't wast money,bp product,0.0
recommend,wast product got stop work day wast money,0.0
moder,qualiti poor,0.0
expect better product,well,0.0
worst experi ever,work,0.0
utterli disappoint,wrist product one week work dont buy genuin report,0.0
worthless,worst product standard useless product,0.0
worthless,third class heater bad qualiti,0.0
utterli disappoint,heater work water get heat,0.0
nice,light indic face difficult find wether heater,0.0
unsatisfactori,electr issu,0.0
awesom,good qualiti product heat 1 bucket water within 10 minut fast issu light signal know whether switch offyou check switch posit rod come red light signal day,0.0
meet expect,worest take 30mnt heat water,0.0
recommend,2 month use burn dont buy product,0.0
wast money,worst product ever receiv take time 1000w heater pleas dont buy,0.0
utterli disappoint,worst product 3 week didnt work iam fulli disappoint dont buy bad,0.0
bad qualiti,much time taken heat water,0.0
unsatisfactori,good,0.0
slightli disappoint,power consumpt lot time take make water hot compar heater low price,0.0
worthless,varey bad product,0.0
utterli disappoint,wast product dont buy,0.0
job,overal product good shockproof,0.0
could way better,bad product,0.0
hate,good,0.0
worthless,worst productaft use 3 month workingmoney wastedont buy,0.0
n't wast money,vri bad product,0.0
absolut rubbish,1 month product work,0.0
worst experi ever,bed qualiti heater plz dont buy bcz iam buy 1month heater cabl burst heater water shock iam say practic,0.0
horribl,destroy 5 month,0.0
worst experi ever,poor qualiti,0.0
moder,satisfi,0.0
absolut rubbish,dont buy product,0.0
useless product,shock proof luckili didnt put hand instead check tester,0.0
useless product,good,0.0
fair,write review use 2 3 month work slowli take 20 25 minut 20 liter water satisfi product,0.0
terribl product,worest product,0.0
n't wast money,work,0.0
expect better product,worst product,0.0
